species,lagoon_island_zone_summary,year,date,month
American Coot,5,2010,2010-03-09,Mar
Killdeer,0,2010,2010-03-09,Mar
Black-necked Stilt,2,2010,2010-03-09,Mar
Greater Yellowlegs,0,2010,2010-03-09,Mar
Willet,5,2010,2010-03-09,Mar
Whimbrel,0,2010,2010-03-09,Mar
Marbled Godwit,0,2010,2010-03-09,Mar
Black Turnstone,0,2010,2010-03-09,Mar
Sanderling,0,2010,2010-03-09,Mar
Least Sandpiper,0,2010,2010-03-09,Mar
Long-billed Dowitcher,0,2010,2010-03-09,Mar
Heermann's Gull,0,2010,2010-03-09,Mar
Ring-billed Gull,0,2010,2010-03-09,Mar
California Gull,0,2010,2010-03-09,Mar
Western Gull,0,2010,2010-03-09,Mar
Common Murre,0,2010,2010-03-09,Mar
Anna's Hummingbird,5,2010,2010-03-09,Mar
Northern Flicker,1,2010,2010-03-09,Mar
Black Phoebe,2,2010,2010-03-09,Mar
Say's Phoebe,0,2010,2010-03-09,Mar
Western Scrub-Jay,0,2010,2010-03-09,Mar
American Crow,4,2010,2010-03-09,Mar
Bushtit,5,2010,2010-03-09,Mar
Red-breasted Nuthatch,0,2010,2010-03-09,Mar
House Wren,0,2010,2010-03-09,Mar
Ruby-crowned Kinglet,0,2010,2010-03-09,Mar
Blue-gray Gnatcatcher,2,2010,2010-03-09,Mar
Hermit Thrush,0,2010,2010-03-09,Mar
Northern Mockingbird,2,2010,2010-03-09,Mar
European Starling,11,2010,2010-03-09,Mar
Cedar Waxwing,22,2010,2010-03-09,Mar
Yellow-rumped Warbler,8,2010,2010-03-09,Mar
Common Yellowthroat,0,2010,2010-03-09,Mar
California Towhee,0,2010,2010-03-09,Mar
Song Sparrow,6,2010,2010-03-09,Mar
White-crowned Sparrow,8,2010,2010-03-09,Mar
Red-winged Blackbird,8,2010,2010-03-09,Mar
House Finch,10,2010,2010-03-09,Mar
Mallard,0,2010,2010-04-13,Apr
Ruddy Duck,0,2010,2010-04-13,Apr
Common Loon,0,2010,2010-04-13,Apr
Pied-billed Grebe,0,2010,2010-04-13,Apr
Brown Pelican,12,2010,2010-04-13,Apr
Brandt's Cormorant,0,2010,2010-04-13,Apr
Double-crested Cormorant,21,2010,2010-04-13,Apr
Great Blue Heron,1,2010,2010-04-13,Apr
Great Egret,2,2010,2010-04-13,Apr
Snowy Egret,1,2010,2010-04-13,Apr
American Coot,0,2010,2010-04-13,Apr
Black-bellied Plover,0,2010,2010-04-13,Apr
Semipalmated Plover,0,2010,2010-04-13,Apr
Killdeer,0,2010,2010-04-13,Apr
Black-necked Stilt,3,2010,2010-04-13,Apr
Willet,1,2010,2010-04-13,Apr
Whimbrel,0,2010,2010-04-13,Apr
Marbled Godwit,0,2010,2010-04-13,Apr
Least Sandpiper,0,2010,2010-04-13,Apr
Long-billed Dowitcher,8,2010,2010-04-13,Apr
Western Gull,2,2010,2010-04-13,Apr
Common Murre,0,2010,2010-04-13,Apr
Mourning Dove,0,2010,2010-04-13,Apr
Anna's Hummingbird,6,2010,2010-04-13,Apr
Allen's Hummingbird,0,2010,2010-04-13,Apr
Black Phoebe,0,2010,2010-04-13,Apr
Cassin's Kingbird,5,2010,2010-04-13,Apr
American Crow,0,2010,2010-04-13,Apr
Northern Rough-winged Swallow,0,2010,2010-04-13,Apr
Bushtit,9,2010,2010-04-13,Apr
Northern Mockingbird,1,2010,2010-04-13,Apr
European Starling,8,2010,2010-04-13,Apr
Orange-crowned Warbler,5,2010,2010-04-13,Apr
Common Yellowthroat,0,2010,2010-04-13,Apr
Wilson's Warbler,0,2010,2010-04-13,Apr
California Towhee,2,2010,2010-04-13,Apr
Song Sparrow,16,2010,2010-04-13,Apr
White-crowned Sparrow,0,2010,2010-04-13,Apr
Red-winged Blackbird,0,2010,2010-04-13,Apr
Hooded Oriole,0,2010,2010-04-13,Apr
House Finch,17,2010,2010-04-13,Apr
American Goldfinch,0,2010,2010-04-13,Apr
Mallard,2,2010,2010-05-03,May
Brown Pelican,5,2010,2010-05-03,May
Brandt's Cormorant,1,2010,2010-05-03,May
Double-crested Cormorant,15,2010,2010-05-03,May
Great Blue Heron,0,2010,2010-05-03,May
Great Egret,0,2010,2010-05-03,May
Snowy Egret,1,2010,2010-05-03,May
Black-crowned Night Heron,1,2010,2010-05-03,May
American Coot,0,2010,2010-05-03,May
Semipalmated Plover,0,2010,2010-05-03,May
Killdeer,1,2010,2010-05-03,May
Black-necked Stilt,0,2010,2010-05-03,May
Spotted Sandpiper,0,2010,2010-05-03,May
Whimbrel,0,2010,2010-05-03,May
Sanderling,0,2010,2010-05-03,May
Western Sandpiper,0,2010,2010-05-03,May
Long-billed Dowitcher,2,2010,2010-05-03,May
Heermann's Gull,0,2010,2010-05-03,May
Ring-billed Gull,0,2010,2010-05-03,May
California Gull,0,2010,2010-05-03,May
Western Gull,0,2010,2010-05-03,May
Caspian Tern,0,2010,2010-05-03,May
Eurasian Collared-Dove,5,2010,2010-05-03,May
Mourning Dove,1,2010,2010-05-03,May
Anna's Hummingbird,5,2010,2010-05-03,May
Black Phoebe,0,2010,2010-05-03,May
Cassin's Kingbird,1,2010,2010-05-03,May
American Crow,8,2010,2010-05-03,May
Northern Rough-winged Swallow,1,2010,2010-05-03,May
Bushtit,5,2010,2010-05-03,May
American Robin,0,2010,2010-05-03,May
Northern Mockingbird,1,2010,2010-05-03,May
European Starling,6,2010,2010-05-03,May
Cedar Waxwing,0,2010,2010-05-03,May
Yellow Warbler,0,2010,2010-05-03,May
Common Yellowthroat,0,2010,2010-05-03,May
California Towhee,2,2010,2010-05-03,May
Beldingês Savannah Sparrow,0,2010,2010-05-03,May
Song Sparrow,17,2010,2010-05-03,May
Red-winged Blackbird,0,2010,2010-05-03,May
Brown-headed Cowbird,0,2010,2010-05-03,May
Hooded Oriole,0,2010,2010-05-03,May
House Finch,36,2010,2010-05-03,May
Mute Swan,0,2010,2010-06-14,Jun
Mallard,0,2010,2010-06-14,Jun
Western Grebe,0,2010,2010-06-14,Jun
Brown Pelican,0,2010,2010-06-14,Jun
Double-crested Cormorant,27,2010,2010-06-14,Jun
Great Blue Heron,0,2010,2010-06-14,Jun
Great Egret,0,2010,2010-06-14,Jun
Snowy Egret,2,2010,2010-06-14,Jun
Black-crowned Night Heron,0,2010,2010-06-14,Jun
Killdeer,0,2010,2010-06-14,Jun
Black-necked Stilt,0,2010,2010-06-14,Jun
Whimbrel,0,2010,2010-06-14,Jun
Long-billed Curlew,0,2010,2010-06-14,Jun
Heermann's Gull,0,2010,2010-06-14,Jun
California Gull,0,2010,2010-06-14,Jun
Western Gull,0,2010,2010-06-14,Jun
Caspian Tern,0,2010,2010-06-14,Jun
Elegant Tern,0,2010,2010-06-14,Jun
Anna's Hummingbird,3,2010,2010-06-14,Jun
Downy Woodpecker,1,2010,2010-06-14,Jun
Black Phoebe,6,2010,2010-06-14,Jun
American Crow,4,2010,2010-06-14,Jun
Northern Rough-winged Swallow,0,2010,2010-06-14,Jun
Bushtit,11,2010,2010-06-14,Jun
Northern Mockingbird,1,2010,2010-06-14,Jun
European Starling,17,2010,2010-06-14,Jun
Common Yellowthroat,1,2010,2010-06-14,Jun
California Towhee,5,2010,2010-06-14,Jun
Song Sparrow,8,2010,2010-06-14,Jun
Great-tailed Grackle,2,2010,2010-06-14,Jun
Brown-headed Cowbird,0,2010,2010-06-14,Jun
Hooded Oriole,4,2010,2010-06-14,Jun
House Finch,50,2010,2010-06-14,Jun
Mallard,0,2010,2010-07-14,Jul
Northern Pintail,0,2010,2010-07-14,Jul
Ruddy Duck,0,2010,2010-07-14,Jul
Brown Pelican,3,2010,2010-07-14,Jul
Double-crested Cormorant,41,2010,2010-07-14,Jul
Great Blue Heron,1,2010,2010-07-14,Jul
Great Egret,0,2010,2010-07-14,Jul
Snowy Egret,1,2010,2010-07-14,Jul
Black-crowned Night Heron,0,2010,2010-07-14,Jul
Red-tailed Hawk,0,2010,2010-07-14,Jul
Killdeer,0,2010,2010-07-14,Jul
Black-necked Stilt,5,2010,2010-07-14,Jul
Lesser Yellowlegs,1,2010,2010-07-14,Jul
Whimbrel,0,2010,2010-07-14,Jul
Western Sandpiper,0,2010,2010-07-14,Jul
Least Sandpiper,0,2010,2010-07-14,Jul
California Gull,0,2010,2010-07-14,Jul
Western Gull,1,2010,2010-07-14,Jul
Glaucous-winged Gull,0,2010,2010-07-14,Jul
Mourning Dove,1,2010,2010-07-14,Jul
Anna's Hummingbird,2,2010,2010-07-14,Jul
Allen's Hummingbird,1,2010,2010-07-14,Jul
Belted Kingfisher,1,2010,2010-07-14,Jul
Downy Woodpecker,1,2010,2010-07-14,Jul
Black Phoebe,2,2010,2010-07-14,Jul
Cassin's Kingbird,1,2010,2010-07-14,Jul
American Crow,2,2010,2010-07-14,Jul
Barn Swallow,2,2010,2010-07-14,Jul
Bushtit,0,2010,2010-07-14,Jul
American Robin,0,2010,2010-07-14,Jul
Northern Mockingbird,1,2010,2010-07-14,Jul
European Starling,3,2010,2010-07-14,Jul
Common Yellowthroat,1,2010,2010-07-14,Jul
California Towhee,9,2010,2010-07-14,Jul
Song Sparrow,20,2010,2010-07-14,Jul
Hooded Oriole,1,2010,2010-07-14,Jul
House Finch,88,2010,2010-07-14,Jul
Canada Goose,9,2010,2010-08-12,Aug
Mallard,1,2010,2010-08-12,Aug
Pied-billed Grebe,0,2010,2010-08-12,Aug
Western Grebe,0,2010,2010-08-12,Aug
Brown Pelican,5,2010,2010-08-12,Aug
Double-crested Cormorant,60,2010,2010-08-12,Aug
Pelagic Cormorant,0,2010,2010-08-12,Aug
Great Blue Heron,2,2010,2010-08-12,Aug
Great Egret,0,2010,2010-08-12,Aug
Snowy Egret,1,2010,2010-08-12,Aug
Black-crowned Night Heron,0,2010,2010-08-12,Aug
Black-bellied Plover,0,2010,2010-08-12,Aug
Semipalmated Plover,0,2010,2010-08-12,Aug
Killdeer,0,2010,2010-08-12,Aug
Black-necked Stilt,0,2010,2010-08-12,Aug
Greater Yellowlegs,0,2010,2010-08-12,Aug
Whimbrel,0,2010,2010-08-12,Aug
Black Turnstone,0,2010,2010-08-12,Aug
Least Sandpiper,0,2010,2010-08-12,Aug
Ring-billed Gull,0,2010,2010-08-12,Aug
California Gull,0,2010,2010-08-12,Aug
Western Gull,0,2010,2010-08-12,Aug
Eurasian Collared-Dove,0,2010,2010-08-12,Aug
Anna's Hummingbird,8,2010,2010-08-12,Aug
Belted Kingfisher,1,2010,2010-08-12,Aug
Nuttall's Woodpecker,1,2010,2010-08-12,Aug
Black Phoebe,1,2010,2010-08-12,Aug
American Crow,7,2010,2010-08-12,Aug
Bushtit,0,2010,2010-08-12,Aug
Bewick's Wren,1,2010,2010-08-12,Aug
House Wren,0,2010,2010-08-12,Aug
Northern Mockingbird,0,2010,2010-08-12,Aug
Common Yellowthroat,7,2010,2010-08-12,Aug
California Towhee,12,2010,2010-08-12,Aug
Song Sparrow,24,2010,2010-08-12,Aug
House Finch,60,2010,2010-08-12,Aug
Mallard,0,2010,2010-09-21,Sep
Pied-billed Grebe,0,2010,2010-09-21,Sep
Double-crested Cormorant,44,2010,2010-09-21,Sep
Great Blue Heron,1,2010,2010-09-21,Sep
Great Egret,0,2010,2010-09-21,Sep
Snowy Egret,4,2010,2010-09-21,Sep
Black-crowned Night Heron,1,2010,2010-09-21,Sep
Red-tailed Hawk,1,2010,2010-09-21,Sep
Black-bellied Plover,0,2010,2010-09-21,Sep
Snowy Plover,0,2010,2010-09-21,Sep
Semipalmated Plover,0,2010,2010-09-21,Sep
Killdeer,0,2010,2010-09-21,Sep
Black-necked Stilt,0,2010,2010-09-21,Sep
Greater Yellowlegs,0,2010,2010-09-21,Sep
Whimbrel,0,2010,2010-09-21,Sep
Sanderling,0,2010,2010-09-21,Sep
Western Sandpiper,0,2010,2010-09-21,Sep
Heermann's Gull,1,2010,2010-09-21,Sep
Ring-billed Gull,0,2010,2010-09-21,Sep
Western Gull,1,2010,2010-09-21,Sep
Forster's Tern,0,2010,2010-09-21,Sep
Mourning Dove,0,2010,2010-09-21,Sep
Anna's Hummingbird,2,2010,2010-09-21,Sep
Belted Kingfisher,0,2010,2010-09-21,Sep
Downy Woodpecker,0,2010,2010-09-21,Sep
Black Phoebe,3,2010,2010-09-21,Sep
Western Scrub-Jay,0,2010,2010-09-21,Sep
American Crow,2,2010,2010-09-21,Sep
Bewick's Wren,1,2010,2010-09-21,Sep
House Wren,6,2010,2010-09-21,Sep
Blue-gray Gnatcatcher,2,2010,2010-09-21,Sep
Northern Mockingbird,1,2010,2010-09-21,Sep
Orange-crowned Warbler,0,2010,2010-09-21,Sep
Common Yellowthroat,1,2010,2010-09-21,Sep
California Towhee,4,2010,2010-09-21,Sep
Song Sparrow,5,2010,2010-09-21,Sep
House Finch,200,2010,2010-09-21,Sep
Mallard,0,2010,2010-10-12,Oct
Pied-billed Grebe,0,2010,2010-10-12,Oct
Eared Grebe,0,2010,2010-10-12,Oct
Brown Pelican,1,2010,2010-10-12,Oct
Double-crested Cormorant,50,2010,2010-10-12,Oct
Great Blue Heron,0,2010,2010-10-12,Oct
Great Egret,0,2010,2010-10-12,Oct
Snowy Egret,0,2010,2010-10-12,Oct
Green Heron,0,2010,2010-10-12,Oct
Black-crowned Night Heron,0,2010,2010-10-12,Oct
Cooper's Hawk,1,2010,2010-10-12,Oct
American Coot,0,2010,2010-10-12,Oct
Black-bellied Plover,0,2010,2010-10-12,Oct
Semipalmated Plover,0,2010,2010-10-12,Oct
Killdeer,0,2010,2010-10-12,Oct
Black-necked Stilt,0,2010,2010-10-12,Oct
Greater Yellowlegs,1,2010,2010-10-12,Oct
Willet,0,2010,2010-10-12,Oct
Whimbrel,0,2010,2010-10-12,Oct
Long-billed Curlew,0,2010,2010-10-12,Oct
Sanderling,0,2010,2010-10-12,Oct
Least Sandpiper,0,2010,2010-10-12,Oct
Western Gull,1,2010,2010-10-12,Oct
Forster's Tern,0,2010,2010-10-12,Oct
Anna's Hummingbird,6,2010,2010-10-12,Oct
Belted Kingfisher,1,2010,2010-10-12,Oct
Downy Woodpecker,1,2010,2010-10-12,Oct
Black Phoebe,7,2010,2010-10-12,Oct
Say's Phoebe,0,2010,2010-10-12,Oct
Cassin's Kingbird,0,2010,2010-10-12,Oct
American Crow,3,2010,2010-10-12,Oct
Bushtit,11,2010,2010-10-12,Oct
Bewick's Wren,1,2010,2010-10-12,Oct
House Wren,3,2010,2010-10-12,Oct
Marsh Wren,0,2010,2010-10-12,Oct
Blue-gray Gnatcatcher,3,2010,2010-10-12,Oct
Northern Mockingbird,0,2010,2010-10-12,Oct
Yellow-rumped Warbler,0,2010,2010-10-12,Oct
Common Yellowthroat,2,2010,2010-10-12,Oct
California Towhee,4,2010,2010-10-12,Oct
Beldingês Savannah Sparrow,0,2010,2010-10-12,Oct
Song Sparrow,3,2010,2010-10-12,Oct
Lincoln's Sparrow,1,2010,2010-10-12,Oct
White-crowned Sparrow,7,2010,2010-10-12,Oct
Red-winged Blackbird,0,2010,2010-10-12,Oct
House Finch,115,2010,2010-10-12,Oct
American Goldfinch,3,2010,2010-10-12,Oct
Mallard,0,2010,2010-11-16,Nov
Ruddy Duck,0,2010,2010-11-16,Nov
Pied-billed Grebe,0,2010,2010-11-16,Nov
Eared Grebe,0,2010,2010-11-16,Nov
Western Grebe,0,2010,2010-11-16,Nov
Brown Pelican,1,2010,2010-11-16,Nov
Double-crested Cormorant,0,2010,2010-11-16,Nov
Great Blue Heron,3,2010,2010-11-16,Nov
Great Egret,0,2010,2010-11-16,Nov
Snowy Egret,1,2010,2010-11-16,Nov
Black-crowned Night Heron,0,2010,2010-11-16,Nov
Red-tailed Hawk,0,2010,2010-11-16,Nov
American Coot,0,2010,2010-11-16,Nov
Black-bellied Plover,0,2010,2010-11-16,Nov
Killdeer,0,2010,2010-11-16,Nov
Black-necked Stilt,0,2010,2010-11-16,Nov
Greater Yellowlegs,0,2010,2010-11-16,Nov
Willet,0,2010,2010-11-16,Nov
Whimbrel,0,2010,2010-11-16,Nov
Long-billed Curlew,0,2010,2010-11-16,Nov
Black Turnstone,0,2010,2010-11-16,Nov
Sanderling,0,2010,2010-11-16,Nov
Long-billed Dowitcher,0,2010,2010-11-16,Nov
California Gull,0,2010,2010-11-16,Nov
Western Gull,0,2010,2010-11-16,Nov
Forster's Tern,0,2010,2010-11-16,Nov
Mourning Dove,0,2010,2010-11-16,Nov
Anna's Hummingbird,10,2010,2010-11-16,Nov
Belted Kingfisher,1,2010,2010-11-16,Nov
Black Phoebe,8,2010,2010-11-16,Nov
Say's Phoebe,1,2010,2010-11-16,Nov
American Crow,2,2010,2010-11-16,Nov
Bushtit,5,2010,2010-11-16,Nov
House Wren,3,2010,2010-11-16,Nov
Ruby-crowned Kinglet,2,2010,2010-11-16,Nov
Blue-gray Gnatcatcher,2,2010,2010-11-16,Nov
Northern Mockingbird,1,2010,2010-11-16,Nov
Yellow-rumped Warbler,4,2010,2010-11-16,Nov
Common Yellowthroat,2,2010,2010-11-16,Nov
California Towhee,7,2010,2010-11-16,Nov
Beldingês Savannah Sparrow,0,2010,2010-11-16,Nov
Song Sparrow,3,2010,2010-11-16,Nov
White-crowned Sparrow,18,2010,2010-11-16,Nov
Red-winged Blackbird,0,2010,2010-11-16,Nov
House Finch,51,2010,2010-11-16,Nov
American Wigeon,0,2010,2010-12-14,Dec
Mallard,0,2010,2010-12-14,Dec
Ring-necked Duck,0,2010,2010-12-14,Dec
Lesser Scaup,0,2010,2010-12-14,Dec
Ruddy Duck,0,2010,2010-12-14,Dec
Pied-billed Grebe,0,2010,2010-12-14,Dec
Eared Grebe,0,2010,2010-12-14,Dec
Western Grebe,0,2010,2010-12-14,Dec
Brown Pelican,8,2010,2010-12-14,Dec
Double-crested Cormorant,27,2010,2010-12-14,Dec
Great Blue Heron,1,2010,2010-12-14,Dec
Great Egret,3,2010,2010-12-14,Dec
Snowy Egret,7,2010,2010-12-14,Dec
Black-crowned Night Heron,0,2010,2010-12-14,Dec
Cooper's Hawk,0,2010,2010-12-14,Dec
American Kestrel,1,2010,2010-12-14,Dec
American Coot,0,2010,2010-12-14,Dec
Black-bellied Plover,0,2010,2010-12-14,Dec
Semipalmated Plover,0,2010,2010-12-14,Dec
Killdeer,0,2010,2010-12-14,Dec
Black-necked Stilt,0,2010,2010-12-14,Dec
Greater Yellowlegs,0,2010,2010-12-14,Dec
Willet,1,2010,2010-12-14,Dec
Whimbrel,0,2010,2010-12-14,Dec
Black Turnstone,0,2010,2010-12-14,Dec
Sanderling,0,2010,2010-12-14,Dec
Western sandpiper,0,2010,2010-12-14,Dec
Long-billed Dowitcher,0,2010,2010-12-14,Dec
Bonaparte's Gull,0,2010,2010-12-14,Dec
Ring-billed Gull,0,2010,2010-12-14,Dec
California Gull,0,2010,2010-12-14,Dec
Western Gull,0,2010,2010-12-14,Dec
Glaucous-winged Gull,0,2010,2010-12-14,Dec
Forster's Tern,0,2010,2010-12-14,Dec
Eurasian Collared-Dove,0,2010,2010-12-14,Dec
Anna's Hummingbird,10,2010,2010-12-14,Dec
Belted Kingfisher,2,2010,2010-12-14,Dec
Downy Woodpecker,1,2010,2010-12-14,Dec
Black Phoebe,3,2010,2010-12-14,Dec
Say's Phoebe,0,2010,2010-12-14,Dec
Cassin's Kingbird,1,2010,2010-12-14,Dec
Western Scrub-Jay,0,2010,2010-12-14,Dec
American Crow,2,2010,2010-12-14,Dec
Bushtit,25,2010,2010-12-14,Dec
House Wren,0,2010,2010-12-14,Dec
Blue-gray Gnatcatcher,0,2010,2010-12-14,Dec
Hermit Thrush,0,2010,2010-12-14,Dec
European Starling,0,2010,2010-12-14,Dec
Yellow-rumped Warbler,20,2010,2010-12-14,Dec
Common Yellowthroat,3,2010,2010-12-14,Dec
California Towhee,3,2010,2010-12-14,Dec
Song Sparrow,4,2010,2010-12-14,Dec
White-crowned Sparrow,2,2010,2010-12-14,Dec
Red-winged Blackbird,0,2010,2010-12-14,Dec
House Finch,25,2010,2010-12-14,Dec
American Wigeon,0,2011,2011-01-18,Jan
Mallard,0,2011,2011-01-18,Jan
Lesser Scaup,0,2011,2011-01-18,Jan
Bufflehead,0,2011,2011-01-18,Jan
Ruddy Duck,0,2011,2011-01-18,Jan
Pied-billed Grebe,0,2011,2011-01-18,Jan
Eared Grebe,0,2011,2011-01-18,Jan
Western Grebe,0,2011,2011-01-18,Jan
Brown Pelican,0,2011,2011-01-18,Jan
Double-crested Cormorant,0,2011,2011-01-18,Jan
Great Blue Heron,0,2011,2011-01-18,Jan
Great Egret,3,2011,2011-01-18,Jan
Snowy Egret,0,2011,2011-01-18,Jan
Black-crowned Night Heron,0,2011,2011-01-18,Jan
Red-tailed Hawk,1,2011,2011-01-18,Jan
American Coot,0,2011,2011-01-18,Jan
Black-bellied Plover,0,2011,2011-01-18,Jan
Killdeer,0,2011,2011-01-18,Jan
Black-necked Stilt,0,2011,2011-01-18,Jan
Greater Yellowlegs,0,2011,2011-01-18,Jan
Willet,0,2011,2011-01-18,Jan
Whimbrel,0,2011,2011-01-18,Jan
Marbled Godwit,0,2011,2011-01-18,Jan
Black Turnstone,0,2011,2011-01-18,Jan
Least Sandpiper,0,2011,2011-01-18,Jan
Long-billed Dowitcher,3,2011,2011-01-18,Jan
Ring-billed Gull,0,2011,2011-01-18,Jan
Western Gull,0,2011,2011-01-18,Jan
Mourning Dove,2,2011,2011-01-18,Jan
Anna's Hummingbird,8,2011,2011-01-18,Jan
Belted Kingfisher,0,2011,2011-01-18,Jan
Black Phoebe,2,2011,2011-01-18,Jan
Say's Phoebe,1,2011,2011-01-18,Jan
American Crow,8,2011,2011-01-18,Jan
Bushtit,12,2011,2011-01-18,Jan
Bewick's Wren,1,2011,2011-01-18,Jan
House Wren,1,2011,2011-01-18,Jan
Marsh Wren,0,2011,2011-01-18,Jan
Ruby-crowned Kinglet,0,2011,2011-01-18,Jan
Blue-gray Gnatcatcher,2,2011,2011-01-18,Jan
Northern Mockingbird,1,2011,2011-01-18,Jan
California Thrasher,0,2011,2011-01-18,Jan
American Pipit,0,2011,2011-01-18,Jan
Orange-crowned Warbler,0,2011,2011-01-18,Jan
Yellow-rumped Warbler,16,2011,2011-01-18,Jan
Common Yellowthroat,7,2011,2011-01-18,Jan
California Towhee,6,2011,2011-01-18,Jan
Savannah sparrow,0,2011,2011-01-18,Jan
Song Sparrow,13,2011,2011-01-18,Jan
Red-winged Blackbird,1,2011,2011-01-18,Jan
Brewer's Blackbird,0,2011,2011-01-18,Jan
House Finch,34,2011,2011-01-18,Jan
Mute Swan,0,2011,2011-02-24,Feb
Gadwall,0,2011,2011-02-24,Feb
American Wigeon,0,2011,2011-02-24,Feb
Mallard,0,2011,2011-02-24,Feb
Redhead,0,2011,2011-02-24,Feb
Greater Scaup,0,2011,2011-02-24,Feb
Lesser Scaup,0,2011,2011-02-24,Feb
Bufflehead,0,2011,2011-02-24,Feb
Ruddy Duck,0,2011,2011-02-24,Feb
Pied-billed Grebe,0,2011,2011-02-24,Feb
Eared Grebe,0,2011,2011-02-24,Feb
Western Grebe,0,2011,2011-02-24,Feb
Brown Pelican,2,2011,2011-02-24,Feb
Double-crested Cormorant,11,2011,2011-02-24,Feb
Great Blue Heron,0,2011,2011-02-24,Feb
Great Egret,0,2011,2011-02-24,Feb
Snowy Egret,0,2011,2011-02-24,Feb
Black-crowned Night Heron,0,2011,2011-02-24,Feb
Red-tailed Hawk,0,2011,2011-02-24,Feb
American Coot,0,2011,2011-02-24,Feb
Black-bellied Plover,0,2011,2011-02-24,Feb
Semipalmated Plover,0,2011,2011-02-24,Feb
Killdeer,1,2011,2011-02-24,Feb
Black-necked Stilt,0,2011,2011-02-24,Feb
Greater Yellowlegs,1,2011,2011-02-24,Feb
Willet,0,2011,2011-02-24,Feb
Whimbrel,0,2011,2011-02-24,Feb
Long-billed Curlew,0,2011,2011-02-24,Feb
Sanderling,0,2011,2011-02-24,Feb
Least Sandpiper,0,2011,2011-02-24,Feb
Long-billed Dowitcher,0,2011,2011-02-24,Feb
Ring-billed Gull,0,2011,2011-02-24,Feb
California Gull,0,2011,2011-02-24,Feb
Western Gull,1,2011,2011-02-24,Feb
Royal Tern,0,2011,2011-02-24,Feb
Forster's Tern,0,2011,2011-02-24,Feb
Anna's Hummingbird,11,2011,2011-02-24,Feb
Belted Kingfisher,0,2011,2011-02-24,Feb
Black Phoebe,3,2011,2011-02-24,Feb
Cassin's Kingbird,1,2011,2011-02-24,Feb
American Crow,6,2011,2011-02-24,Feb
Bushtit,0,2011,2011-02-24,Feb
Bewick's Wren,0,2011,2011-02-24,Feb
House Wren,1,2011,2011-02-24,Feb
Blue-gray Gnatcatcher,0,2011,2011-02-24,Feb
Hermit Thrush,0,2011,2011-02-24,Feb
Northern Mockingbird,0,2011,2011-02-24,Feb
California Thrasher,1,2011,2011-02-24,Feb
European Starling,0,2011,2011-02-24,Feb
American Pipit,0,2011,2011-02-24,Feb
Orange-crowned Warbler,0,2011,2011-02-24,Feb
Yellow Warbler,0,2011,2011-02-24,Feb
Yellow-rumped Warbler,13,2011,2011-02-24,Feb
Common Yellowthroat,3,2011,2011-02-24,Feb
California Towhee,2,2011,2011-02-24,Feb
Beldingês Savannah Sparrow,0,2011,2011-02-24,Feb
Song Sparrow,24,2011,2011-02-24,Feb
White-crowned Sparrow,0,2011,2011-02-24,Feb
Red-winged Blackbird,0,2011,2011-02-24,Feb
House Finch,2,2011,2011-02-24,Feb
American Wigeon,3,2011,2011-03-15,Mar
Mallard,4,2011,2011-03-15,Mar
Lesser Scaup,0,2011,2011-03-15,Mar
Bufflehead,0,2011,2011-03-15,Mar
Ruddy Duck,0,2011,2011-03-15,Mar
Red-throated Loon,0,2011,2011-03-15,Mar
Pied-billed Grebe,0,2011,2011-03-15,Mar
Eared Grebe,0,2011,2011-03-15,Mar
Western Grebe,0,2011,2011-03-15,Mar
Brown Pelican,0,2011,2011-03-15,Mar
Double-crested Cormorant,20,2011,2011-03-15,Mar
Great Egret,0,2011,2011-03-15,Mar
Snowy Egret,1,2011,2011-03-15,Mar
Turkey Vulture,1,2011,2011-03-15,Mar
Sharp-shinned Hawk,0,2011,2011-03-15,Mar
Red-tailed Hawk,1,2011,2011-03-15,Mar
American Coot,0,2011,2011-03-15,Mar
Black-bellied Plover,0,2011,2011-03-15,Mar
Killdeer,0,2011,2011-03-15,Mar
Black-necked Stilt,3,2011,2011-03-15,Mar
Willet,1,2011,2011-03-15,Mar
Whimbrel,0,2011,2011-03-15,Mar
Long-billed Curlew,0,2011,2011-03-15,Mar
Marbled Godwit,0,2011,2011-03-15,Mar
Black Turnstone,0,2011,2011-03-15,Mar
Sanderling,0,2011,2011-03-15,Mar
Western sandpiper,0,2011,2011-03-15,Mar
Least Sandpiper,0,2011,2011-03-15,Mar
Long-billed Dowitcher,0,2011,2011-03-15,Mar
Western Gull,0,2011,2011-03-15,Mar
Forster's Tern,0,2011,2011-03-15,Mar
Eurasian Collared-Dove,0,2011,2011-03-15,Mar
Anna's Hummingbird,9,2011,2011-03-15,Mar
Belted Kingfisher,2,2011,2011-03-15,Mar
Black Phoebe,0,2011,2011-03-15,Mar
Cassin's Kingbird,0,2011,2011-03-15,Mar
American Crow,5,2011,2011-03-15,Mar
Northern Rough-winged Swallow,0,2011,2011-03-15,Mar
Bushtit,1,2011,2011-03-15,Mar
House Wren,1,2011,2011-03-15,Mar
Northern Mockingbird,0,2011,2011-03-15,Mar
European Starling,2,2011,2011-03-15,Mar
Yellow Warbler,0,2011,2011-03-15,Mar
Yellow-rumped Warbler,7,2011,2011-03-15,Mar
Common Yellowthroat,3,2011,2011-03-15,Mar
California Towhee,4,2011,2011-03-15,Mar
Song Sparrow,13,2011,2011-03-15,Mar
